Tree,Ortho Groups,Empty-Ortho Groups,Dups,Ind. Dups
30507,1,1,0,0
30508,0,0,0,0
30509,0,0,0,0
30510,0,0,0,0
30511,0,0,0,0
30512,0,0,0,0
30513,0,0,0,0
30514,0,0,0,0
30515,0,0,0,0
30516,0,0,0,0
30517,0,0,0,0
30518,1,1,0,0
30519,0,0,0,0
30520,0,0,0,0
30521,1,1,0,0
30522,0,0,0,0
30523,0,0,0,0
30524,0,0,0,0
30525,0,0,0,0
30526,1,0,1,1
30527,0,0,0,0
30528,0,0,0,0
30529,0,0,0,0
30530,0,0,0,0
30531,0,0,0,0
30532,0,0,0,0
30533,0,0,0,0
30534,0,0,0,0
30535,0,0,0,0
30536,0,0,0,0
30537,0,0,0,0
30538,0,0,0,0
30539,1,0,1,1
30540,1,1,0,0
30541,1,1,0,0
30542,0,0,0,0
30543,0,0,0,0
30544,1,1,0,0
30545,0,0,0,0
30546,0,0,0,0
30547,0,0,0,0
30548,0,0,0,0
30549,0,0,0,0
30550,1,0,1,1
30551,0,0,0,0
30552,0,0,0,0
30553,0,0,0,0
30554,0,0,0,0
30555,0,0,0,0
30556,0,0,0,0
30557,1,1,0,0
30558,0,0,0,0
30559,0,0,0,0
30560,0,0,0,0
30561,0,0,0,0
30562,0,0,0,0
30563,0,0,0,0
30564,0,0,0,0
30565,0,0,0,0
30566,0,0,0,0
30567,0,0,0,0
30568,0,0,0,0
30569,0,0,0,0
30570,0,0,0,0
30571,0,0,0,0
30572,0,0,0,0
30573,0,0,0,0
30574,0,0,0,0
30575,1,1,0,0
30576,0,0,0,0
30577,0,0,0,0
30578,0,0,0,0
30579,0,0,0,0
30580,1,1,0,0
30581,0,0,0,0
30582,0,0,0,0
30583,0,0,0,0
30584,0,0,0,0
30585,0,0,0,0
30586,0,0,0,0
30587,1,1,0,0
30588,0,0,0,0
30589,1,0,2,2
30590,0,0,0,0
30591,0,0,0,0
30592,1,0,3,2
30593,1,1,0,0
30594,1,1,0,0
30595,1,1,0,0
30596,1,0,1,1
30597,1,0,1,1
30598,0,0,0,0
30599,0,0,0,0
30600,1,1,0,0
30601,0,0,0,0
30602,0,0,0,0
30603,0,0,0,0
30604,0,0,0,0
30605,1,0,2,2
30606,1,1,0,0
30607,0,0,0,0
30608,0,0,0,0
30609,0,0,0,0
30610,0,0,0,0
30611,0,0,0,0
30612,0,0,0,0
30613,0,0,0,0
30614,0,0,0,0
30615,1,0,2,2
30616,0,0,0,0
30617,1,1,0,0
30618,0,0,0,0
30619,0,0,0,0
30620,1,0,2,2
30621,0,0,0,0
30622,0,0,0,0
30623,0,0,0,0
30624,0,0,0,0
30625,0,0,0,0
30626,1,1,0,0
30627,0,0,0,0
30628,0,0,0,0
30629,1,1,0,0
30630,0,0,0,0
30631,0,0,0,0
30632,0,0,0,0
30633,0,0,0,0
30634,0,0,0,0
30635,0,0,0,0
30636,1,1,0,0
30637,0,0,0,0
30638,0,0,0,0
30639,1,1,0,0
30640,1,0,2,2
30641,1,1,0,0
30642,1,0,4,2
30643,0,0,0,0
30644,0,0,0,0
30645,0,0,0,0
30646,0,0,0,0
30647,1,1,0,0
30648,0,0,0,0
30649,0,0,0,0
30650,1,0,2,1
30651,0,0,0,0
30652,0,0,0,0
30653,0,0,0,0
30654,0,0,0,0
30655,0,0,0,0
30656,1,1,0,0
30657,1,1,0,0
30658,0,0,0,0
30659,0,0,0,0
30660,0,0,0,0
30661,1,0,2,2
30662,0,0,0,0
30663,1,1,0,0
30664,0,0,0,0
30665,0,0,0,0
30666,1,0,1,1
30667,1,0,1,1
30668,0,0,0,0
30669,0,0,0,0
30670,0,0,0,0
30671,0,0,0,0
30672,0,0,0,0
30673,0,0,0,0
30674,0,0,0,0
30675,0,0,0,0
30676,1,1,0,0
30677,0,0,0,0
30678,0,0,0,0
30679,0,0,0,0
30680,0,0,0,0
30681,1,0,4,3
30682,0,0,0,0
30683,0,0,0,0
30684,0,0,0,0
30685,0,0,0,0
30686,0,0,0,0
30687,0,0,0,0
30688,0,0,0,0
30689,0,0,0,0
30690,0,0,0,0
30691,0,0,0,0
30692,0,0,0,0
30693,0,0,0,0
30694,0,0,0,0
30695,1,1,0,0
30696,1,1,0,0
30697,0,0,0,0
30698,1,1,0,0
30699,0,0,0,0
30700,0,0,0,0
30701,0,0,0,0
30702,0,0,0,0
30703,0,0,0,0
30704,1,0,1,1
30705,0,0,0,0
30706,0,0,0,0
30707,1,0,1,1
30708,0,0,0,0
30709,0,0,0,0
30710,0,0,0,0
30711,0,0,0,0
30712,0,0,0,0
30713,0,0,0,0
30714,0,0,0,0
30715,0,0,0,0
30716,0,0,0,0
30717,1,1,0,0
30718,0,0,0,0
30719,0,0,0,0
30720,0,0,0,0
30721,0,0,0,0
30722,0,0,0,0
30723,0,0,0,0
30724,0,0,0,0
30725,1,1,0,0
30726,0,0,0,0
30727,0,0,0,0
30728,0,0,0,0
30729,0,0,0,0
30730,1,0,2,1
30731,0,0,0,0
30732,0,0,0,0
30733,0,0,0,0
30734,0,0,0,0
30735,1,0,1,1
30736,0,0,0,0
30737,0,0,0,0
30738,0,0,0,0
30739,0,0,0,0
30740,0,0,0,0
30741,0,0,0,0
30742,0,0,0,0
30743,1,0,3,2
30744,0,0,0,0
30745,0,0,0,0
30746,0,0,0,0
30747,1,0,1,1
30748,1,0,1,1
30749,0,0,0,0
30750,0,0,0,0
30751,0,0,0,0
30752,0,0,0,0
30753,0,0,0,0
30754,0,0,0,0
30755,0,0,0,0
30756,0,0,0,0
30757,0,0,0,0
30758,0,0,0,0
30759,0,0,0,0
30760,0,0,0,0
30761,0,0,0,0
30762,1,1,0,0
30763,1,1,0,0
30764,0,0,0,0
30765,0,0,0,0
30766,1,1,0,0
30767,0,0,0,0
30768,0,0,0,0
30769,1,0,1,1
30770,0,0,0,0
30771,0,0,0,0
30772,1,0,5,2
30773,0,0,0,0
30774,0,0,0,0
30775,0,0,0,0
30776,0,0,0,0
30777,0,0,0,0
30778,0,0,0,0
30779,0,0,0,0
30780,0,0,0,0
30781,0,0,0,0
30782,0,0,0,0
30783,0,0,0,0
30784,0,0,0,0
30785,0,0,0,0
30786,1,1,0,0
30787,0,0,0,0
30788,0,0,0,0
30789,0,0,0,0
30790,0,0,0,0
30791,1,0,2,1
30792,0,0,0,0
30793,0,0,0,0
30794,0,0,0,0
30795,0,0,0,0
30796,0,0,0,0
30797,1,0,5,2
30798,0,0,0,0
30799,1,1,0,0
30800,0,0,0,0
30801,1,1,0,0
30802,0,0,0,0
30803,0,0,0,0
30804,0,0,0,0
30805,0,0,0,0
30806,0,0,0,0
30807,1,1,0,0
30808,1,1,0,0
30809,0,0,0,0
30810,0,0,0,0
30811,0,0,0,0
30812,0,0,0,0
30813,0,0,0,0
30814,0,0,0,0
30815,0,0,0,0
30816,1,0,3,1
30817,0,0,0,0
30818,0,0,0,0
30819,0,0,0,0
30820,0,0,0,0
30821,1,1,0,0
30822,0,0,0,0
30823,0,0,0,0
30824,0,0,0,0
30825,1,1,0,0
30826,0,0,0,0
30827,0,0,0,0
30828,1,0,1,1
30829,0,0,0,0
30830,0,0,0,0
30831,0,0,0,0
30832,1,0,1,1
30833,0,0,0,0
30834,1,1,0,0
30835,0,0,0,0
30836,0,0,0,0
30837,0,0,0,0
30838,1,1,0,0
30839,0,0,0,0
30840,1,0,2,1
30841,0,0,0,0
30842,0,0,0,0
30843,0,0,0,0
30844,0,0,0,0
30845,0,0,0,0
30846,0,0,0,0
30847,0,0,0,0
30848,1,0,2,1
30849,1,1,0,0
30850,0,0,0,0
30851,1,0,1,1
30852,0,0,0,0
30853,0,0,0,0
30854,2,2,0,0
30855,1,1,0,0
30856,0,0,0,0
30857,0,0,0,0
30858,0,0,0,0
30859,0,0,0,0
30860,0,0,0,0
30861,0,0,0,0
30862,1,1,0,0
30863,0,0,0,0
30864,0,0,0,0
30865,0,0,0,0
30866,0,0,0,0
30867,0,0,0,0
30868,1,0,3,1
30869,1,1,0,0
30870,0,0,0,0
30871,0,0,0,0
30872,0,0,0,0
30873,0,0,0,0
30874,0,0,0,0
30875,0,0,0,0
30876,0,0,0,0
30877,0,0,0,0
30878,1,1,0,0
30879,0,0,0,0
30880,0,0,0,0
30881,1,1,0,0
30882,1,1,0,0
30883,0,0,0,0
30884,0,0,0,0
30885,0,0,0,0
30886,1,1,0,0
30887,0,0,0,0
30888,0,0,0,0
30889,1,0,1,1
30890,1,0,1,1
30891,1,1,0,0
30892,0,0,0,0
30893,0,0,0,0
30894,0,0,0,0
30895,0,0,0,0
30896,0,0,0,0
30897,0,0,0,0
30898,0,0,0,0
30899,0,0,0,0
30900,1,0,4,1
30901,1,1,0,0
30902,0,0,0,0
30903,0,0,0,0
30904,0,0,0,0
30905,0,0,0,0
30906,0,0,0,0
30907,0,0,0,0
30908,0,0,0,0
30909,0,0,0,0
30910,0,0,0,0
30911,0,0,0,0
30912,0,0,0,0
30913,0,0,0,0
30914,0,0,0,0
30915,1,1,0,0
30916,0,0,0,0
30917,0,0,0,0
30918,0,0,0,0
30919,1,1,0,0
30920,0,0,0,0
30921,1,0,1,1
30922,0,0,0,0
30923,0,0,0,0
30924,0,0,0,0
30925,0,0,0,0
30926,0,0,0,0
30927,1,1,0,0
30928,0,0,0,0
30929,0,0,0,0
30930,0,0,0,0
30931,0,0,0,0
30932,1,1,0,0
30933,0,0,0,0
30934,0,0,0,0
30935,0,0,0,0
30936,0,0,0,0
30937,0,0,0,0
30938,0,0,0,0
30939,0,0,0,0
30940,0,0,0,0
30941,1,0,1,1
30942,1,0,1,1
30943,0,0,0,0
30944,0,0,0,0
30945,0,0,0,0
30946,0,0,0,0
30947,0,0,0,0
30948,0,0,0,0
30949,0,0,0,0
30950,1,1,0,0
30951,0,0,0,0
30952,0,0,0,0
30953,0,0,0,0
30954,0,0,0,0
30955,1,1,0,0
30956,0,0,0,0
30957,0,0,0,0
30958,0,0,0,0
30959,0,0,0,0
30960,0,0,0,0
30961,0,0,0,0
30962,0,0,0,0
30963,1,0,1,1
30964,0,0,0,0
30965,0,0,0,0
30966,1,1,0,0
30967,0,0,0,0
30968,0,0,0,0
30969,1,1,0,0
30970,0,0,0,0
30971,0,0,0,0
30972,0,0,0,0
30973,0,0,0,0
30974,0,0,0,0
30975,0,0,0,0
30976,1,0,1,1
30977,0,0,0,0
30978,0,0,0,0
30979,1,1,0,0
30980,0,0,0,0
30981,0,0,0,0
30982,0,0,0,0
30983,0,0,0,0
30984,0,0,0,0
30985,1,1,0,0
30986,0,0,0,0
30987,0,0,0,0
30988,0,0,0,0
30989,0,0,0,0
30990,0,0,0,0
30991,0,0,0,0
30992,0,0,0,0
30993,0,0,0,0
30994,1,0,1,1
30995,1,1,0,0
30996,1,1,0,0
30997,0,0,0,0
30998,0,0,0,0
30999,0,0,0,0
31000,0,0,0,0
31001,0,0,0,0
31002,0,0,0,0
31003,0,0,0,0
31004,0,0,0,0
31005,0,0,0,0
31006,1,0,2,1
31007,0,0,0,0
31008,0,0,0,0
31009,0,0,0,0
31010,1,0,5,2
31011,0,0,0,0
31012,0,0,0,0
31013,0,0,0,0
31014,0,0,0,0
31015,0,0,0,0
31016,1,1,0,0
31017,1,0,2,1
31018,1,1,0,0
31019,0,0,0,0
31020,0,0,0,0
31021,1,1,0,0
31022,0,0,0,0
31023,0,0,0,0
31024,0,0,0,0
31025,0,0,0,0
31026,0,0,0,0
31027,0,0,0,0
31028,0,0,0,0
31029,0,0,0,0
31030,0,0,0,0
31031,0,0,0,0
31032,0,0,0,0
31033,0,0,0,0
31034,1,1,0,0
31035,0,0,0,0
31036,0,0,0,0
31037,1,1,0,0
31038,0,0,0,0
31039,1,1,0,0
31040,1,1,0,0
31041,0,0,0,0
31042,0,0,0,0
31043,1,0,1,1
31044,0,0,0,0
31045,0,0,0,0
31046,0,0,0,0
31047,0,0,0,0
31048,0,0,0,0
31049,0,0,0,0
31050,0,0,0,0
31051,0,0,0,0
31052,0,0,0,0
31053,0,0,0,0
31054,0,0,0,0
31055,0,0,0,0
31056,0,0,0,0
31057,0,0,0,0
31058,1,0,2,2
31059,1,1,0,0
31060,1,0,2,1
31061,0,0,0,0
31062,0,0,0,0
31063,0,0,0,0
31064,0,0,0,0
31065,1,0,3,2
31066,0,0,0,0
31067,0,0,0,0
31068,0,0,0,0
31069,0,0,0,0
31070,1,1,0,0
31071,0,0,0,0
31072,1,0,2,2
31073,1,0,1,1
31074,1,1,0,0
31075,1,0,1,1
31076,0,0,0,0
31077,1,0,1,1
31078,0,0,0,0
31079,0,0,0,0
31080,1,0,1,1
31081,0,0,0,0
31082,0,0,0,0
31083,0,0,0,0
31084,0,0,0,0
31085,0,0,0,0
31086,0,0,0,0
31087,0,0,0,0
31088,0,0,0,0
31089,0,0,0,0
31090,0,0,0,0
31091,0,0,0,0
31092,0,0,0,0
31093,0,0,0,0
31094,1,0,2,1
31095,0,0,0,0
31096,0,0,0,0
31097,0,0,0,0
31098,0,0,0,0
31099,0,0,0,0
31100,1,1,0,0
31101,1,1,0,0
31102,0,0,0,0
31103,0,0,0,0
31104,1,1,0,0
31105,2,1,1,1
31106,0,0,0,0
31107,0,0,0,0
31108,0,0,0,0
31109,0,0,0,0
31110,0,0,0,0
31111,0,0,0,0
31112,0,0,0,0
31113,1,1,0,0
31114,0,0,0,0
31115,0,0,0,0
31116,0,0,0,0
31117,0,0,0,0
31118,0,0,0,0
31119,0,0,0,0
31120,0,0,0,0
31121,0,0,0,0
31122,0,0,0,0
31123,1,0,1,1
31124,0,0,0,0
31125,1,1,0,0
31126,0,0,0,0
31127,0,0,0,0
31128,0,0,0,0
31129,0,0,0,0
31130,0,0,0,0
31131,0,0,0,0
31132,0,0,0,0
31133,1,1,0,0
31134,0,0,0,0
31135,1,0,3,1
31136,0,0,0,0
31137,0,0,0,0
31138,1,1,0,0
31139,0,0,0,0
31140,2,2,0,0
31141,0,0,0,0
31142,0,0,0,0
31143,0,0,0,0
31144,0,0,0,0
31145,0,0,0,0
31146,0,0,0,0
31147,0,0,0,0
31148,0,0,0,0
31149,0,0,0,0
31150,0,0,0,0
31151,0,0,0,0
31152,0,0,0,0
31153,0,0,0,0
31154,0,0,0,0
31155,0,0,0,0
31156,0,0,0,0
31157,0,0,0,0
31158,0,0,0,0
31159,0,0,0,0
31160,0,0,0,0
31161,1,0,3,2
31162,1,0,1,1
31163,1,0,3,2
31164,0,0,0,0
31165,1,0,2,2
31166,0,0,0,0
31167,1,0,2,2
31168,0,0,0,0
31169,0,0,0,0
31170,0,0,0,0
31171,1,1,0,0
31172,0,0,0,0
31173,0,0,0,0
31174,1,0,1,1
31175,0,0,0,0
31176,0,0,0,0
31177,1,1,0,0
31178,0,0,0,0
31179,0,0,0,0
31180,0,0,0,0
31181,0,0,0,0
31182,0,0,0,0
31183,1,1,0,0
31184,0,0,0,0
31185,0,0,0,0
31186,1,0,1,1
31187,0,0,0,0
31188,1,0,2,1
31189,0,0,0,0
31190,0,0,0,0
31191,1,1,0,0
31192,0,0,0,0
31193,0,0,0,0
31194,0,0,0,0
31195,1,1,0,0
31196,0,0,0,0
31197,0,0,0,0
31198,0,0,0,0
31199,0,0,0,0
31200,1,0,2,1
31201,1,1,0,0
31202,0,0,0,0
31203,1,0,4,1
31204,0,0,0,0
31205,0,0,0,0
31206,0,0,0,0
31207,0,0,0,0
31208,0,0,0,0
31209,0,0,0,0
31210,0,0,0,0
31211,0,0,0,0
31212,1,0,2,2
31213,0,0,0,0
31214,1,1,0,0
31215,0,0,0,0
31216,0,0,0,0
31217,1,0,1,1
31218,0,0,0,0
31219,1,1,0,0
31220,0,0,0,0
31221,0,0,0,0
31222,0,0,0,0
31223,0,0,0,0
31224,0,0,0,0
31225,1,0,1,1
31226,0,0,0,0
31227,1,0,3,2
31228,0,0,0,0
31229,1,0,2,1
31230,0,0,0,0
31231,1,1,0,0
31232,0,0,0,0
31233,0,0,0,0
31234,1,1,0,0
31235,0,0,0,0
31236,0,0,0,0
31237,0,0,0,0
31238,1,0,1,1
31239,0,0,0,0
31240,1,1,0,0
31241,0,0,0,0
31242,0,0,0,0
31243,0,0,0,0
31244,0,0,0,0
31245,0,0,0,0
31246,1,0,3,2
31247,0,0,0,0
31248,0,0,0,0
31249,1,1,0,0
31250,0,0,0,0
31251,0,0,0,0
31252,0,0,0,0
31253,0,0,0,0
31254,0,0,0,0
31255,0,0,0,0
31256,0,0,0,0
31257,0,0,0,0
31258,0,0,0,0
31259,1,0,1,1
31260,1,1,0,0
31261,0,0,0,0
31262,1,1,0,0
31263,1,1,0,0
31264,0,0,0,0
31265,0,0,0,0
31266,0,0,0,0
31267,0,0,0,0
31268,0,0,0,0
31269,0,0,0,0
31270,0,0,0,0
31271,0,0,0,0
31272,0,0,0,0
31273,0,0,0,0
31274,1,0,1,1
31275,0,0,0,0
31276,0,0,0,0
31277,1,1,0,0
31278,1,0,2,2
31279,0,0,0,0
31280,0,0,0,0
31281,0,0,0,0
31282,0,0,0,0
31283,0,0,0,0
31284,0,0,0,0
31285,0,0,0,0
31286,1,0,1,1
31287,0,0,0,0
31288,1,1,0,0
31289,0,0,0,0
31290,0,0,0,0
31291,1,0,2,1
31292,1,1,0,0
31293,0,0,0,0
31294,0,0,0,0
31295,0,0,0,0
31296,1,1,0,0
31297,0,0,0,0
31298,0,0,0,0
31299,0,0,0,0
31300,0,0,0,0
31301,0,0,0,0
31302,0,0,0,0
31303,0,0,0,0
31304,0,0,0,0
31305,1,1,0,0
31306,1,1,0,0
31307,0,0,0,0
31308,1,1,0,0
31309,0,0,0,0
31310,1,1,0,0
31311,0,0,0,0
31312,1,0,2,1
31313,0,0,0,0
31314,1,0,1,1
31315,1,1,0,0
31316,0,0,0,0
31317,0,0,0,0
31318,0,0,0,0
31319,0,0,0,0
31320,0,0,0,0
31321,0,0,0,0
31322,0,0,0,0
31323,1,1,0,0
31324,1,0,2,1
31325,1,1,0,0
31326,0,0,0,0
31327,1,0,2,2
31328,1,0,2,1
31329,0,0,0,0
31330,0,0,0,0
31331,0,0,0,0
31332,0,0,0,0
31333,0,0,0,0
31334,0,0,0,0
31335,0,0,0,0
31336,0,0,0,0
31337,1,0,1,1
31338,0,0,0,0
31339,0,0,0,0
31340,0,0,0,0
31341,0,0,0,0
31342,0,0,0,0
31343,0,0,0,0
31344,0,0,0,0
31345,0,0,0,0
31346,1,1,0,0
31347,0,0,0,0
31348,0,0,0,0
31349,1,1,0,0
31350,1,1,0,0
31351,0,0,0,0
31352,0,0,0,0
31353,0,0,0,0
31354,0,0,0,0
31355,0,0,0,0
31356,0,0,0,0
31357,0,0,0,0
31358,0,0,0,0
31359,0,0,0,0
31360,0,0,0,0
31361,0,0,0,0
31362,0,0,0,0
31363,0,0,0,0
31364,1,0,1,1
31365,0,0,0,0
31366,0,0,0,0
31367,0,0,0,0
31368,0,0,0,0
31369,1,0,1,1
31370,0,0,0,0
31371,0,0,0,0
31372,0,0,0,0
31373,0,0,0,0
31374,1,1,0,0
31375,0,0,0,0
31376,1,1,0,0
31377,0,0,0,0
31378,1,1,0,0
31379,0,0,0,0
31380,0,0,0,0
31381,0,0,0,0
31382,1,0,2,2
31383,0,0,0,0
31384,0,0,0,0
31385,0,0,0,0
31386,0,0,0,0
31387,0,0,0,0
31388,0,0,0,0
31389,0,0,0,0
31390,0,0,0,0
31391,0,0,0,0
31392,1,1,0,0
31393,1,1,0,0
31394,0,0,0,0
31395,0,0,0,0
31396,0,0,0,0
31397,0,0,0,0
31398,0,0,0,0
31399,0,0,0,0
31400,0,0,0,0
31401,0,0,0,0
31402,0,0,0,0
31403,0,0,0,0
31404,0,0,0,0
31405,0,0,0,0
31406,1,0,1,1
31407,0,0,0,0
31408,0,0,0,0
31409,0,0,0,0
31410,0,0,0,0
31411,0,0,0,0
31412,0,0,0,0
31413,0,0,0,0
31414,0,0,0,0
31415,0,0,0,0
31416,0,0,0,0
31417,0,0,0,0
31418,0,0,0,0
31419,1,0,1,1
31420,0,0,0,0
31421,0,0,0,0
31422,0,0,0,0
31423,0,0,0,0
31424,0,0,0,0
31425,0,0,0,0
31426,0,0,0,0
31427,0,0,0,0
31428,0,0,0,0
31429,0,0,0,0
31430,0,0,0,0
31431,1,0,1,1
31432,1,1,0,0
31433,0,0,0,0
31434,0,0,0,0
31435,0,0,0,0
31436,1,0,2,2
31437,0,0,0,0
31438,2,2,0,0
31439,0,0,0,0
31440,0,0,0,0
31441,1,1,0,0
31442,0,0,0,0
31443,0,0,0,0
31444,0,0,0,0
31445,1,0,1,1
31446,0,0,0,0
31447,0,0,0,0
31448,0,0,0,0
31449,0,0,0,0
31450,1,1,0,0
31451,0,0,0,0
31452,0,0,0,0
31453,1,0,1,1
31454,0,0,0,0
31455,0,0,0,0
31456,0,0,0,0
31457,1,1,0,0
31458,0,0,0,0
31459,0,0,0,0
31460,0,0,0,0
31461,0,0,0,0
31462,0,0,0,0
31463,0,0,0,0
31464,0,0,0,0
31465,0,0,0,0
31466,0,0,0,0
31467,0,0,0,0
31468,0,0,0,0
31469,0,0,0,0
31470,0,0,0,0
31471,0,0,0,0
31472,0,0,0,0
31473,1,0,1,1
31474,1,1,0,0
31475,0,0,0,0
31476,0,0,0,0
31477,0,0,0,0
31478,0,0,0,0
31479,0,0,0,0
31480,0,0,0,0
31481,1,0,1,1
31482,0,0,0,0
31483,1,1,0,0
31484,1,1,0,0
31485,0,0,0,0
31486,1,0,2,1
31487,0,0,0,0
31488,0,0,0,0
31489,0,0,0,0
31490,0,0,0,0
31491,0,0,0,0
31492,0,0,0,0
31493,0,0,0,0
31494,0,0,0,0
31495,0,0,0,0
31496,0,0,0,0
31497,0,0,0,0
31498,0,0,0,0
31499,0,0,0,0
31500,0,0,0,0
31501,0,0,0,0
31502,0,0,0,0
31503,0,0,0,0
31504,0,0,0,0
31505,0,0,0,0
31506,0,0,0,0
31507,0,0,0,0
31508,0,0,0,0
31509,0,0,0,0
31510,0,0,0,0
31511,0,0,0,0
31512,0,0,0,0
31513,1,0,1,1
31514,0,0,0,0
31515,0,0,0,0
31516,1,0,1,1
31517,0,0,0,0
31518,1,1,0,0
31519,0,0,0,0
31520,0,0,0,0
31521,0,0,0,0
31522,0,0,0,0
31523,0,0,0,0
31524,0,0,0,0
31525,0,0,0,0
31526,0,0,0,0
31527,0,0,0,0
31528,0,0,0,0
31529,0,0,0,0
31530,0,0,0,0
31531,0,0,0,0
31532,0,0,0,0
31533,1,1,0,0
31534,0,0,0,0
31535,0,0,0,0
31536,0,0,0,0
31537,0,0,0,0
31538,0,0,0,0
31539,0,0,0,0
31540,0,0,0,0
31541,0,0,0,0
31542,0,0,0,0
31543,0,0,0,0
31544,1,1,0,0
31545,1,0,1,1
31546,0,0,0,0
31547,1,1,0,0
31548,0,0,0,0
31549,0,0,0,0
31550,1,0,2,1
31551,1,1,0,0
31552,1,0,1,1
31553,1,1,0,0
31554,0,0,0,0
31555,0,0,0,0
31556,0,0,0,0
31557,0,0,0,0
31558,0,0,0,0
31559,0,0,0,0
31560,1,1,0,0
31561,0,0,0,0
31562,1,0,1,1
31563,1,1,0,0
31564,0,0,0,0
31565,0,0,0,0
31566,0,0,0,0
31567,1,0,1,1
31568,0,0,0,0
31569,0,0,0,0
31570,0,0,0,0
31571,0,0,0,0
31572,0,0,0,0
31573,0,0,0,0
31574,0,0,0,0
31575,0,0,0,0
31576,0,0,0,0
31577,0,0,0,0
31578,0,0,0,0
31579,0,0,0,0
31580,0,0,0,0
31581,0,0,0,0
31582,0,0,0,0
31583,0,0,0,0
31584,0,0,0,0
31585,1,1,0,0
31586,0,0,0,0
31587,0,0,0,0
31588,0,0,0,0
31589,0,0,0,0
31590,0,0,0,0
31591,0,0,0,0
31592,0,0,0,0
31593,0,0,0,0
31594,0,0,0,0
31595,0,0,0,0
31596,1,0,1,1
31597,0,0,0,0
31598,0,0,0,0
31599,0,0,0,0
31600,0,0,0,0
31601,0,0,0,0
31602,0,0,0,0
31603,0,0,0,0
31604,1,1,0,0
31605,0,0,0,0
31606,0,0,0,0
31607,0,0,0,0
31608,0,0,0,0
31609,0,0,0,0
31610,0,0,0,0
31611,1,1,0,0
31612,0,0,0,0
31613,0,0,0,0
31614,0,0,0,0
31615,0,0,0,0
31616,0,0,0,0
31617,0,0,0,0
31618,0,0,0,0
31619,0,0,0,0
31620,1,1,0,0
31621,0,0,0,0
31622,0,0,0,0
31623,0,0,0,0
31624,0,0,0,0
31625,0,0,0,0
31626,1,1,0,0
31627,1,0,1,1
31628,0,0,0,0
31629,0,0,0,0
31630,0,0,0,0
31631,1,0,1,1
31632,0,0,0,0
31633,0,0,0,0
31634,0,0,0,0
31635,0,0,0,0
31636,0,0,0,0
31637,1,0,2,1
31638,0,0,0,0
31639,1,0,1,1
31640,0,0,0,0
31641,1,0,1,1
31642,0,0,0,0
31643,0,0,0,0
31644,0,0,0,0
31645,0,0,0,0
31646,0,0,0,0
31647,1,0,1,1
31648,0,0,0,0
31649,0,0,0,0
31650,1,0,2,1
31651,0,0,0,0
31652,1,0,1,1
31653,0,0,0,0
31654,0,0,0,0
31655,0,0,0,0
31656,0,0,0,0
31657,0,0,0,0
31658,0,0,0,0
31659,1,0,1,1
31660,0,0,0,0
31661,0,0,0,0
31662,0,0,0,0
31663,0,0,0,0
31664,0,0,0,0
31665,0,0,0,0
31666,0,0,0,0
31667,1,1,0,0
31668,1,0,2,2
31669,0,0,0,0
31670,1,0,3,1
31671,0,0,0,0
31672,0,0,0,0
31673,0,0,0,0
31674,0,0,0,0
31675,0,0,0,0
31676,0,0,0,0
31677,1,0,2,1
31678,1,1,0,0
31679,0,0,0,0
31680,0,0,0,0
31681,0,0,0,0
31682,0,0,0,0
31683,1,0,1,1
31684,0,0,0,0
31685,0,0,0,0
31686,0,0,0,0
31687,0,0,0,0
31688,1,1,0,0
31689,0,0,0,0
31690,0,0,0,0
31691,1,1,0,0
31692,1,1,0,0
31693,1,1,0,0
31694,0,0,0,0
31695,1,1,0,0
31696,0,0,0,0
31697,1,0,2,1
31698,0,0,0,0
31699,0,0,0,0
31700,0,0,0,0
31701,0,0,0,0
31702,0,0,0,0
31703,0,0,0,0
31704,1,1,0,0
31705,0,0,0,0
31706,0,0,0,0
31707,0,0,0,0
31708,0,0,0,0
31709,0,0,0,0
31710,0,0,0,0
31711,0,0,0,0
31712,0,0,0,0
31713,0,0,0,0
31714,1,1,0,0
31715,1,1,0,0
31716,0,0,0,0
31717,0,0,0,0
31718,0,0,0,0
31719,1,1,0,0
31720,0,0,0,0
31721,0,0,0,0
31722,0,0,0,0
31723,0,0,0,0
31724,0,0,0,0
31725,0,0,0,0
31726,0,0,0,0
31727,0,0,0,0
31728,0,0,0,0
31729,0,0,0,0
31730,1,0,1,1
31731,0,0,0,0
31732,0,0,0,0
31733,0,0,0,0
31734,0,0,0,0
31735,1,1,0,0
31736,0,0,0,0
31737,2,2,0,0
31738,0,0,0,0
31739,0,0,0,0
31740,0,0,0,0
31741,1,0,1,1
31742,0,0,0,0
31743,1,1,0,0
31744,0,0,0,0
31745,0,0,0,0
31746,0,0,0,0
31747,0,0,0,0
31748,0,0,0,0
31749,0,0,0,0
31750,1,1,0,0
31751,0,0,0,0
31752,0,0,0,0
31753,0,0,0,0
31754,0,0,0,0
31755,0,0,0,0
31756,0,0,0,0
31757,0,0,0,0
31758,1,0,1,1
31759,0,0,0,0
31760,0,0,0,0
31761,0,0,0,0
31762,0,0,0,0
31763,0,0,0,0
31764,0,0,0,0
31765,0,0,0,0
31766,0,0,0,0
31767,1,1,0,0
31768,1,0,1,1
31769,0,0,0,0
31770,1,0,1,1
31771,1,0,2,1
31772,0,0,0,0
31773,0,0,0,0
31774,0,0,0,0
31775,0,0,0,0
