Tree,Ortho Groups,Empty-Ortho Groups,Dups,Ind. Dups
31776,0,0,0,0
31777,1,1,0,0
31778,1,1,0,0
31779,0,0,0,0
31780,0,0,0,0
31781,0,0,0,0
31782,1,1,0,0
31783,0,0,0,0
31784,1,1,0,0
31785,0,0,0,0
31786,0,0,0,0
31787,1,1,0,0
31788,0,0,0,0
31789,0,0,0,0
31790,0,0,0,0
31791,0,0,0,0
31792,0,0,0,0
31793,1,1,0,0
31794,0,0,0,0
31795,0,0,0,0
31796,0,0,0,0
31797,2,2,0,0
31798,0,0,0,0
31799,0,0,0,0
31800,1,1,0,0
31801,0,0,0,0
31802,0,0,0,0
31803,0,0,0,0
31804,0,0,0,0
31805,0,0,0,0
31806,1,0,1,1
31807,1,0,2,1
31808,0,0,0,0
31809,1,0,1,1
31810,0,0,0,0
31811,1,0,2,1
31812,0,0,0,0
31813,0,0,0,0
31814,0,0,0,0
31815,0,0,0,0
31816,1,1,0,0
31817,1,0,2,2
31818,0,0,0,0
31819,1,0,3,2
31820,0,0,0,0
31821,0,0,0,0
31822,0,0,0,0
31823,0,0,0,0
31824,1,0,1,1
31825,0,0,0,0
31826,1,1,0,0
31827,0,0,0,0
31828,1,1,0,0
31829,0,0,0,0
31830,0,0,0,0
31831,0,0,0,0
31832,0,0,0,0
31833,0,0,0,0
31834,0,0,0,0
31835,1,0,1,1
31836,0,0,0,0
31837,0,0,0,0
31838,0,0,0,0
31839,0,0,0,0
31840,0,0,0,0
31841,0,0,0,0
31842,1,0,1,1
31843,0,0,0,0
31844,0,0,0,0
31845,0,0,0,0
31846,0,0,0,0
31847,0,0,0,0
31848,0,0,0,0
31849,0,0,0,0
31850,0,0,0,0
31851,0,0,0,0
31852,0,0,0,0
31853,0,0,0,0
31854,1,1,0,0
31855,0,0,0,0
31856,1,1,0,0
31857,0,0,0,0
31858,0,0,0,0
31859,1,0,1,1
31860,0,0,0,0
31861,0,0,0,0
31862,0,0,0,0
31863,0,0,0,0
31864,1,1,0,0
31865,1,0,2,1
31866,1,1,0,0
31867,0,0,0,0
31868,0,0,0,0
31869,0,0,0,0
31870,0,0,0,0
31871,0,0,0,0
31872,0,0,0,0
31873,0,0,0,0
31874,1,1,0,0
31875,0,0,0,0
31876,0,0,0,0
31877,0,0,0,0
31878,0,0,0,0
31879,1,0,1,1
31880,0,0,0,0
31881,0,0,0,0
31882,1,1,0,0
31883,0,0,0,0
31884,1,0,1,1
31885,0,0,0,0
31886,1,1,0,0
31887,1,1,0,0
31888,0,0,0,0
31889,0,0,0,0
31890,0,0,0,0
31891,0,0,0,0
31892,0,0,0,0
31893,1,0,1,1
31894,0,0,0,0
31895,0,0,0,0
31896,1,1,0,0
31897,0,0,0,0
31898,0,0,0,0
31899,0,0,0,0
31900,0,0,0,0
31901,0,0,0,0
31902,0,0,0,0
31903,0,0,0,0
31904,0,0,0,0
31905,0,0,0,0
31906,0,0,0,0
31907,1,1,0,0
31908,0,0,0,0
31909,1,1,0,0
31910,0,0,0,0
31911,1,1,0,0
31912,0,0,0,0
31913,0,0,0,0
31914,0,0,0,0
31915,0,0,0,0
31916,1,0,1,1
31917,0,0,0,0
31918,0,0,0,0
31919,1,1,0,0
31920,0,0,0,0
31921,0,0,0,0
31922,0,0,0,0
31923,0,0,0,0
31924,0,0,0,0
31925,1,1,0,0
31926,0,0,0,0
31927,0,0,0,0
31928,0,0,0,0
31929,0,0,0,0
31930,0,0,0,0
31931,1,0,1,1
31932,1,1,0,0
31933,0,0,0,0
31934,1,1,0,0
31935,0,0,0,0
31936,0,0,0,0
31937,0,0,0,0
31938,0,0,0,0
31939,0,0,0,0
31940,1,0,2,1
31941,0,0,0,0
31942,0,0,0,0
31943,0,0,0,0
31944,0,0,0,0
31945,0,0,0,0
31946,0,0,0,0
31947,0,0,0,0
31948,0,0,0,0
31949,0,0,0,0
31950,0,0,0,0
31951,0,0,0,0
31952,1,1,0,0
31953,0,0,0,0
31954,1,0,1,1
31955,0,0,0,0
31956,0,0,0,0
31957,0,0,0,0
31958,1,1,0,0
31959,0,0,0,0
31960,0,0,0,0
31961,0,0,0,0
31962,0,0,0,0
31963,0,0,0,0
31964,0,0,0,0
31965,1,1,0,0
31966,0,0,0,0
31967,1,1,0,0
31968,1,1,0,0
31969,1,1,0,0
31970,0,0,0,0
31971,1,1,0,0
31972,1,0,3,1
31973,1,1,0,0
31974,0,0,0,0
31975,0,0,0,0
31976,1,1,0,0
31977,1,1,0,0
31978,0,0,0,0
31979,0,0,0,0
31980,0,0,0,0
31981,0,0,0,0
31982,0,0,0,0
31983,0,0,0,0
31984,1,1,0,0
31985,0,0,0,0
31986,0,0,0,0
31987,1,1,0,0
31988,0,0,0,0
31989,0,0,0,0
31990,0,0,0,0
31991,0,0,0,0
31992,1,1,0,0
31993,0,0,0,0
31994,0,0,0,0
31995,1,1,0,0
31996,0,0,0,0
31997,0,0,0,0
31998,0,0,0,0
31999,0,0,0,0
32000,0,0,0,0
32001,0,0,0,0
32002,0,0,0,0
32003,1,0,1,1
32004,0,0,0,0
32005,1,1,0,0
32006,0,0,0,0
32007,1,0,1,1
32008,0,0,0,0
32009,0,0,0,0
32010,0,0,0,0
32011,0,0,0,0
32012,1,1,0,0
32013,1,0,2,1
32014,0,0,0,0
32015,1,1,0,0
32016,0,0,0,0
32017,0,0,0,0
32018,0,0,0,0
32019,1,0,1,1
32020,0,0,0,0
32021,0,0,0,0
32022,1,1,0,0
32023,0,0,0,0
32024,0,0,0,0
32025,0,0,0,0
32026,0,0,0,0
32027,0,0,0,0
32028,0,0,0,0
32029,0,0,0,0
32030,0,0,0,0
32031,0,0,0,0
32032,1,0,1,1
32033,1,1,0,0
32034,0,0,0,0
32035,0,0,0,0
32036,0,0,0,0
32037,1,1,0,0
32038,0,0,0,0
32039,1,0,1,1
32040,0,0,0,0
32041,0,0,0,0
32042,1,1,0,0
32043,0,0,0,0
32044,0,0,0,0
32045,0,0,0,0
32046,0,0,0,0
32047,0,0,0,0
32048,0,0,0,0
32049,0,0,0,0
32050,1,1,0,0
32051,0,0,0,0
32052,0,0,0,0
32053,0,0,0,0
32054,0,0,0,0
32055,0,0,0,0
32056,0,0,0,0
32057,1,0,1,1
32058,1,1,0,0
32059,1,1,0,0
32060,1,0,1,1
32061,0,0,0,0
32062,0,0,0,0
32063,0,0,0,0
32064,0,0,0,0
32065,0,0,0,0
32066,0,0,0,0
32067,0,0,0,0
32068,1,1,0,0
32069,0,0,0,0
32070,0,0,0,0
32071,0,0,0,0
32072,0,0,0,0
32073,0,0,0,0
32074,0,0,0,0
32075,0,0,0,0
32076,0,0,0,0
32077,0,0,0,0
32078,2,1,2,2
32079,0,0,0,0
32080,1,1,0,0
32081,1,1,0,0
32082,0,0,0,0
32083,1,1,0,0
32084,1,0,1,1
32085,0,0,0,0
32086,1,1,0,0
32087,0,0,0,0
32088,1,1,0,0
32089,0,0,0,0
32090,0,0,0,0
32091,0,0,0,0
32092,0,0,0,0
32093,1,0,3,1
32094,0,0,0,0
32095,1,1,0,0
32096,0,0,0,0
32097,0,0,0,0
32098,0,0,0,0
32099,0,0,0,0
32100,0,0,0,0
32101,0,0,0,0
32102,1,1,0,0
32103,0,0,0,0
32104,0,0,0,0
32105,0,0,0,0
32106,1,1,0,0
32107,1,1,0,0
32108,0,0,0,0
32109,0,0,0,0
32110,1,1,0,0
32111,0,0,0,0
32112,0,0,0,0
32113,1,0,1,1
32114,0,0,0,0
32115,0,0,0,0
32116,0,0,0,0
32117,0,0,0,0
32118,1,1,0,0
32119,1,0,1,1
32120,1,1,0,0
32121,0,0,0,0
32122,0,0,0,0
32123,0,0,0,0
32124,0,0,0,0
32125,0,0,0,0
32126,0,0,0,0
32127,0,0,0,0
32128,0,0,0,0
32129,0,0,0,0
32130,0,0,0,0
32131,0,0,0,0
32132,0,0,0,0
32133,1,0,1,1
32134,0,0,0,0
32135,1,0,3,2
32136,0,0,0,0
32137,0,0,0,0
32138,0,0,0,0
32139,1,0,1,1
32140,0,0,0,0
32141,1,1,0,0
32142,0,0,0,0
32143,1,0,1,1
32144,0,0,0,0
32145,0,0,0,0
32146,0,0,0,0
32147,0,0,0,0
32148,0,0,0,0
32149,0,0,0,0
32150,0,0,0,0
32151,0,0,0,0
32152,0,0,0,0
32153,0,0,0,0
32154,0,0,0,0
32155,0,0,0,0
32156,1,0,1,1
32157,0,0,0,0
32158,0,0,0,0
32159,0,0,0,0
32160,0,0,0,0
32161,0,0,0,0
32162,0,0,0,0
32163,0,0,0,0
32164,0,0,0,0
32165,1,1,0,0
32166,0,0,0,0
32167,0,0,0,0
32168,1,0,1,1
32169,0,0,0,0
32170,1,1,0,0
32171,1,0,1,1
32172,0,0,0,0
32173,0,0,0,0
32174,2,2,0,0
32175,0,0,0,0
32176,0,0,0,0
32177,0,0,0,0
32178,0,0,0,0
32179,0,0,0,0
32180,0,0,0,0
32181,0,0,0,0
32182,0,0,0,0
32183,1,1,0,0
32184,0,0,0,0
32185,0,0,0,0
32186,0,0,0,0
32187,1,0,1,1
32188,0,0,0,0
32189,1,0,1,1
32190,1,1,0,0
32191,0,0,0,0
32192,0,0,0,0
32193,0,0,0,0
32194,0,0,0,0
32195,0,0,0,0
32196,0,0,0,0
32197,0,0,0,0
32198,0,0,0,0
32199,0,0,0,0
32200,1,1,0,0
32201,0,0,0,0
32202,0,0,0,0
32203,0,0,0,0
32204,0,0,0,0
32205,0,0,0,0
32206,1,1,0,0
32207,1,1,0,0
32208,0,0,0,0
32209,0,0,0,0
32210,0,0,0,0
32211,1,0,2,2
32212,0,0,0,0
32213,0,0,0,0
32214,0,0,0,0
32215,1,1,0,0
32216,0,0,0,0
32217,0,0,0,0
32218,0,0,0,0
32219,1,0,1,1
32220,0,0,0,0
32221,0,0,0,0
32222,0,0,0,0
32223,0,0,0,0
32224,0,0,0,0
32225,0,0,0,0
32226,0,0,0,0
32227,1,1,0,0
32228,0,0,0,0
32229,0,0,0,0
32230,1,0,2,1
32231,0,0,0,0
32232,1,1,0,0
32233,0,0,0,0
32234,0,0,0,0
32235,1,1,0,0
32236,0,0,0,0
32237,0,0,0,0
32238,0,0,0,0
32239,0,0,0,0
32240,1,0,2,1
32241,0,0,0,0
32242,0,0,0,0
32243,0,0,0,0
32244,0,0,0,0
32245,0,0,0,0
32246,0,0,0,0
32247,0,0,0,0
32248,0,0,0,0
32249,0,0,0,0
32250,1,1,0,0
32251,0,0,0,0
32252,0,0,0,0
32253,0,0,0,0
32254,1,0,1,1
32255,0,0,0,0
32256,0,0,0,0
32257,0,0,0,0
32258,1,1,0,0
32259,0,0,0,0
32260,0,0,0,0
32261,0,0,0,0
32262,0,0,0,0
32263,1,1,0,0
32264,0,0,0,0
32265,0,0,0,0
32266,0,0,0,0
32267,0,0,0,0
32268,0,0,0,0
32269,0,0,0,0
32270,0,0,0,0
32271,0,0,0,0
32272,0,0,0,0
32273,1,0,1,1
32274,0,0,0,0
32275,1,1,0,0
32276,0,0,0,0
32277,0,0,0,0
32278,1,0,1,1
32279,0,0,0,0
32280,1,0,1,1
32281,0,0,0,0
32282,0,0,0,0
32283,0,0,0,0
32284,0,0,0,0
32285,0,0,0,0
32286,0,0,0,0
32287,2,2,0,0
32288,0,0,0,0
32289,1,1,0,0
32290,0,0,0,0
32291,0,0,0,0
32292,1,0,1,1
32293,0,0,0,0
32294,0,0,0,0
32295,1,0,1,1
32296,0,0,0,0
32297,0,0,0,0
32298,0,0,0,0
32299,0,0,0,0
32300,1,1,0,0
32301,0,0,0,0
32302,0,0,0,0
32303,0,0,0,0
32304,1,0,1,1
32305,0,0,0,0
32306,0,0,0,0
32307,0,0,0,0
32308,0,0,0,0
32309,0,0,0,0
32310,0,0,0,0
32311,0,0,0,0
32312,0,0,0,0
32313,0,0,0,0
32314,0,0,0,0
32315,0,0,0,0
32316,1,1,0,0
32317,0,0,0,0
32318,1,1,0,0
32319,1,1,0,0
32320,0,0,0,0
32321,0,0,0,0
32322,0,0,0,0
32323,0,0,0,0
32324,0,0,0,0
32325,0,0,0,0
32326,1,0,4,2
32327,1,1,0,0
32328,0,0,0,0
32329,0,0,0,0
32330,0,0,0,0
32331,0,0,0,0
32332,0,0,0,0
32333,0,0,0,0
32334,0,0,0,0
32335,0,0,0,0
32336,1,0,1,1
32337,0,0,0,0
32338,0,0,0,0
32339,1,1,0,0
32340,1,0,1,1
32341,0,0,0,0
32342,0,0,0,0
32343,0,0,0,0
32344,0,0,0,0
32345,0,0,0,0
32346,0,0,0,0
32347,0,0,0,0
32348,0,0,0,0
32349,1,1,0,0
32350,0,0,0,0
32351,1,1,0,0
32352,0,0,0,0
32353,0,0,0,0
32354,1,0,2,2
32355,0,0,0,0
32356,0,0,0,0
32357,0,0,0,0
32358,1,1,0,0
32359,0,0,0,0
32360,2,1,1,1
32361,0,0,0,0
32362,1,0,2,2
32363,0,0,0,0
32364,0,0,0,0
32365,0,0,0,0
32366,0,0,0,0
32367,0,0,0,0
32368,0,0,0,0
32369,0,0,0,0
32370,0,0,0,0
32371,0,0,0,0
32372,0,0,0,0
32373,0,0,0,0
32374,1,1,0,0
32375,1,0,2,1
32376,0,0,0,0
32377,0,0,0,0
32378,0,0,0,0
32379,0,0,0,0
32380,1,0,3,1
32381,0,0,0,0
32382,0,0,0,0
32383,0,0,0,0
32384,1,1,0,0
32385,0,0,0,0
32386,0,0,0,0
32387,0,0,0,0
32388,0,0,0,0
32389,0,0,0,0
32390,0,0,0,0
32391,0,0,0,0
32392,0,0,0,0
32393,1,1,0,0
32394,0,0,0,0
32395,0,0,0,0
32396,0,0,0,0
32397,1,0,2,1
32398,0,0,0,0
32399,0,0,0,0
32400,0,0,0,0
32401,1,0,1,1
32402,1,0,2,1
32403,1,1,0,0
32404,0,0,0,0
32405,0,0,0,0
32406,1,0,2,2
32407,0,0,0,0
32408,0,0,0,0
32409,0,0,0,0
32410,1,1,0,0
32411,1,1,0,0
32412,1,1,0,0
32413,0,0,0,0
32414,1,0,1,1
32415,1,0,1,1
32416,1,1,0,0
32417,0,0,0,0
32418,0,0,0,0
32419,0,0,0,0
32420,1,0,1,1
32421,0,0,0,0
32422,0,0,0,0
32423,1,1,0,0
32424,0,0,0,0
32425,0,0,0,0
32426,0,0,0,0
32427,1,0,1,1
32428,0,0,0,0
32429,0,0,0,0
32430,0,0,0,0
32431,0,0,0,0
32432,1,1,0,0
32433,0,0,0,0
32434,0,0,0,0
32435,0,0,0,0
32436,0,0,0,0
32437,0,0,0,0
32438,0,0,0,0
32439,0,0,0,0
32440,0,0,0,0
32441,0,0,0,0
32442,0,0,0,0
32443,0,0,0,0
32444,1,1,0,0
32445,1,1,0,0
32446,1,0,1,1
32447,1,1,0,0
32448,0,0,0,0
32449,0,0,0,0
32450,0,0,0,0
32451,0,0,0,0
32452,0,0,0,0
32453,0,0,0,0
32454,0,0,0,0
32455,0,0,0,0
32456,0,0,0,0
32457,1,1,0,0
32458,1,1,0,0
32459,0,0,0,0
32460,1,0,1,1
32461,1,0,2,2
32462,1,1,0,0
32463,0,0,0,0
32464,1,0,1,1
32465,0,0,0,0
32466,0,0,0,0
32467,0,0,0,0
32468,0,0,0,0
32469,0,0,0,0
32470,0,0,0,0
32471,0,0,0,0
32472,0,0,0,0
32473,1,0,2,2
32474,0,0,0,0
32475,0,0,0,0
32476,0,0,0,0
32477,0,0,0,0
32478,1,0,2,2
32479,0,0,0,0
32480,0,0,0,0
32481,0,0,0,0
32482,0,0,0,0
32483,0,0,0,0
32484,0,0,0,0
32485,0,0,0,0
32486,1,0,1,1
32487,0,0,0,0
32488,0,0,0,0
32489,0,0,0,0
32490,1,0,1,1
32491,0,0,0,0
32492,1,1,0,0
32493,0,0,0,0
32494,0,0,0,0
32495,0,0,0,0
32496,0,0,0,0
32497,0,0,0,0
32498,1,1,0,0
32499,0,0,0,0
32500,0,0,0,0
32501,1,1,0,0
32502,0,0,0,0
32503,0,0,0,0
32504,1,0,1,1
32505,0,0,0,0
32506,1,0,1,1
32507,0,0,0,0
32508,0,0,0,0
32509,0,0,0,0
32510,0,0,0,0
32511,1,0,2,1
32512,0,0,0,0
32513,0,0,0,0
32514,0,0,0,0
32515,0,0,0,0
32516,1,0,2,1
32517,0,0,0,0
32518,1,1,0,0
32519,0,0,0,0
32520,1,0,1,1
32521,0,0,0,0
32522,1,1,0,0
32523,0,0,0,0
32524,0,0,0,0
32525,0,0,0,0
32526,0,0,0,0
32527,0,0,0,0
32528,0,0,0,0
32529,1,1,0,0
32530,1,0,3,1
32531,0,0,0,0
32532,0,0,0,0
32533,0,0,0,0
32534,1,1,0,0
32535,0,0,0,0
32536,0,0,0,0
32537,0,0,0,0
32538,0,0,0,0
32539,0,0,0,0
32540,0,0,0,0
32541,1,1,0,0
32542,1,1,0,0
32543,0,0,0,0
32544,0,0,0,0
32545,1,1,0,0
32546,0,0,0,0
32547,0,0,0,0
32548,0,0,0,0
32549,0,0,0,0
32550,1,0,3,1
32551,0,0,0,0
32552,0,0,0,0
32553,0,0,0,0
32554,0,0,0,0
32555,0,0,0,0
32556,0,0,0,0
32557,0,0,0,0
32558,0,0,0,0
32559,0,0,0,0
32560,0,0,0,0
32561,1,1,0,0
32562,0,0,0,0
32563,0,0,0,0
32564,0,0,0,0
32565,0,0,0,0
32566,0,0,0,0
32567,0,0,0,0
32568,1,0,1,1
32569,0,0,0,0
32570,0,0,0,0
32571,1,1,0,0
32572,1,1,0,0
32573,2,2,0,0
32574,0,0,0,0
32575,1,0,2,2
32576,0,0,0,0
32577,0,0,0,0
32578,0,0,0,0
32579,0,0,0,0
32580,0,0,0,0
32581,0,0,0,0
32582,0,0,0,0
32583,0,0,0,0
32584,0,0,0,0
32585,1,0,1,1
32586,0,0,0,0
32587,1,0,2,1
32588,0,0,0,0
32589,0,0,0,0
32590,0,0,0,0
32591,0,0,0,0
32592,0,0,0,0
32593,0,0,0,0
32594,1,0,1,1
32595,0,0,0,0
32596,0,0,0,0
32597,0,0,0,0
32598,0,0,0,0
32599,0,0,0,0
32600,0,0,0,0
32601,0,0,0,0
32602,1,1,0,0
32603,0,0,0,0
32604,0,0,0,0
32605,0,0,0,0
32606,0,0,0,0
32607,0,0,0,0
32608,0,0,0,0
32609,0,0,0,0
32610,0,0,0,0
32611,0,0,0,0
32612,0,0,0,0
32613,0,0,0,0
32614,1,1,0,0
32615,0,0,0,0
32616,1,0,3,1
32617,0,0,0,0
32618,0,0,0,0
32619,1,1,0,0
32620,0,0,0,0
32621,0,0,0,0
32622,0,0,0,0
32623,0,0,0,0
32624,0,0,0,0
32625,1,0,2,1
32626,0,0,0,0
32627,0,0,0,0
32628,0,0,0,0
32629,0,0,0,0
32630,0,0,0,0
32631,0,0,0,0
32632,0,0,0,0
32633,0,0,0,0
32634,0,0,0,0
32635,0,0,0,0
32636,0,0,0,0
32637,0,0,0,0
32638,0,0,0,0
32639,0,0,0,0
32640,0,0,0,0
32641,0,0,0,0
32642,0,0,0,0
32643,0,0,0,0
32644,0,0,0,0
32645,0,0,0,0
32646,0,0,0,0
32647,1,0,2,2
32648,0,0,0,0
32649,1,0,1,1
32650,0,0,0,0
32651,0,0,0,0
32652,0,0,0,0
32653,1,0,2,2
32654,0,0,0,0
32655,1,1,0,0
32656,0,0,0,0
32657,1,1,0,0
32658,0,0,0,0
32659,0,0,0,0
32660,1,0,1,1
32661,0,0,0,0
32662,1,1,0,0
32663,1,1,0,0
32664,0,0,0,0
32665,1,0,2,1
32666,0,0,0,0
32667,1,1,0,0
32668,0,0,0,0
32669,0,0,0,0
32670,0,0,0,0
32671,0,0,0,0
32672,0,0,0,0
32673,0,0,0,0
32674,0,0,0,0
32675,1,1,0,0
32676,0,0,0,0
32677,1,1,0,0
32678,0,0,0,0
32679,1,0,2,2
32680,1,0,3,1
32681,1,1,0,0
32682,0,0,0,0
32683,0,0,0,0
32684,0,0,0,0
32685,1,0,1,1
32686,0,0,0,0
32687,1,0,4,1
32688,1,1,0,0
32689,0,0,0,0
32690,0,0,0,0
32691,1,1,0,0
32692,0,0,0,0
32693,1,0,2,1
32694,0,0,0,0
32695,0,0,0,0
32696,1,1,0,0
32697,0,0,0,0
32698,0,0,0,0
32699,0,0,0,0
32700,0,0,0,0
32701,1,1,0,0
32702,1,1,0,0
32703,1,1,0,0
32704,0,0,0,0
32705,1,1,0,0
32706,1,0,1,1
32707,1,1,0,0
32708,1,0,1,1
32709,1,1,0,0
32710,0,0,0,0
32711,0,0,0,0
32712,0,0,0,0
32713,0,0,0,0
32714,1,1,0,0
32715,1,0,1,1
32716,0,0,0,0
32717,1,1,0,0
32718,1,0,1,1
32719,0,0,0,0
32720,1,1,0,0
32721,1,0,1,1
32722,0,0,0,0
32723,1,1,0,0
32724,0,0,0,0
32725,0,0,0,0
32726,0,0,0,0
32727,0,0,0,0
32728,0,0,0,0
32729,1,0,1,1
32730,0,0,0,0
32731,0,0,0,0
32732,0,0,0,0
32733,0,0,0,0
32734,1,1,0,0
32735,0,0,0,0
32736,0,0,0,0
32737,1,1,0,0
32738,0,0,0,0
32739,1,0,2,2
32740,0,0,0,0
32741,0,0,0,0
32742,0,0,0,0
32743,0,0,0,0
32744,0,0,0,0
32745,0,0,0,0
32746,0,0,0,0
32747,0,0,0,0
32748,1,1,0,0
32749,0,0,0,0
32750,0,0,0,0
32751,0,0,0,0
32752,0,0,0,0
32753,0,0,0,0
32754,0,0,0,0
32755,1,1,0,0
32756,0,0,0,0
32757,1,1,0,0
32758,0,0,0,0
32759,0,0,0,0
32760,2,2,0,0
32761,0,0,0,0
32762,0,0,0,0
32763,0,0,0,0
32764,1,1,0,0
32765,0,0,0,0
32766,0,0,0,0
32767,0,0,0,0
32768,0,0,0,0
32769,1,1,0,0
32770,0,0,0,0
32771,0,0,0,0
32772,0,0,0,0
32773,0,0,0,0
32774,1,0,1,1
32775,1,1,0,0
32776,0,0,0,0
32777,0,0,0,0
32778,1,0,2,2
32779,0,0,0,0
32780,0,0,0,0
32781,0,0,0,0
32782,0,0,0,0
32783,0,0,0,0
32784,0,0,0,0
32785,0,0,0,0
32786,1,0,1,1
32787,1,1,0,0
32788,0,0,0,0
32789,0,0,0,0
32790,0,0,0,0
32791,1,0,2,1
32792,0,0,0,0
32793,0,0,0,0
32794,1,1,0,0
32795,0,0,0,0
32796,0,0,0,0
32797,0,0,0,0
32798,1,1,0,0
32799,1,0,1,1
32800,0,0,0,0
32801,1,1,0,0
32802,0,0,0,0
32803,0,0,0,0
32804,1,0,1,1
32805,0,0,0,0
32806,0,0,0,0
32807,0,0,0,0
32808,0,0,0,0
32809,0,0,0,0
32810,0,0,0,0
32811,0,0,0,0
32812,0,0,0,0
32813,0,0,0,0
32814,0,0,0,0
32815,0,0,0,0
32816,1,1,0,0
32817,0,0,0,0
32818,0,0,0,0
32819,0,0,0,0
32820,0,0,0,0
32821,0,0,0,0
32822,1,0,2,2
32823,0,0,0,0
32824,0,0,0,0
32825,0,0,0,0
32826,0,0,0,0
32827,0,0,0,0
32828,0,0,0,0
32829,0,0,0,0
32830,0,0,0,0
32831,1,0,1,1
32832,1,0,1,1
32833,0,0,0,0
32834,0,0,0,0
32835,0,0,0,0
32836,0,0,0,0
32837,1,0,2,1
32838,1,0,1,1
32839,0,0,0,0
32840,0,0,0,0
32841,0,0,0,0
32842,0,0,0,0
32843,1,1,0,0
32844,0,0,0,0
32845,0,0,0,0
32846,1,0,2,2
32847,1,1,0,0
32848,0,0,0,0
32849,0,0,0,0
32850,1,1,0,0
32851,0,0,0,0
32852,0,0,0,0
32853,0,0,0,0
32854,1,1,0,0
32855,0,0,0,0
32856,0,0,0,0
32857,1,1,0,0
32858,0,0,0,0
32859,1,0,1,1
32860,0,0,0,0
32861,0,0,0,0
32862,1,0,3,1
32863,0,0,0,0
32864,1,0,1,1
32865,0,0,0,0
32866,0,0,0,0
32867,0,0,0,0
32868,1,1,0,0
32869,0,0,0,0
32870,0,0,0,0
32871,1,0,3,1
32872,0,0,0,0
32873,0,0,0,0
32874,0,0,0,0
32875,0,0,0,0
32876,2,2,0,0
32877,0,0,0,0
32878,0,0,0,0
32879,0,0,0,0
32880,0,0,0,0
32881,0,0,0,0
32882,0,0,0,0
32883,1,0,1,1
32884,0,0,0,0
32885,0,0,0,0
32886,0,0,0,0
32887,0,0,0,0
32888,0,0,0,0
32889,0,0,0,0
32890,0,0,0,0
32891,1,0,1,1
32892,0,0,0,0
32893,0,0,0,0
32894,0,0,0,0
32895,1,1,0,0
32896,0,0,0,0
32897,1,0,1,1
32898,0,0,0,0
32899,0,0,0,0
32900,0,0,0,0
32901,1,1,0,0
32902,1,1,0,0
32903,0,0,0,0
32904,1,0,1,1
32905,0,0,0,0
32906,1,0,1,1
32907,0,0,0,0
32908,0,0,0,0
32909,0,0,0,0
32910,1,1,0,0
32911,0,0,0,0
32912,1,0,2,1
32913,1,0,2,1
32914,1,1,0,0
32915,0,0,0,0
32916,0,0,0,0
32917,0,0,0,0
32918,1,0,1,1
32919,0,0,0,0
32920,1,0,3,1
32921,0,0,0,0
32922,0,0,0,0
32923,0,0,0,0
32924,0,0,0,0
32925,1,1,0,0
32926,0,0,0,0
32927,1,1,0,0
32928,0,0,0,0
32929,0,0,0,0
32930,1,0,3,2
32931,0,0,0,0
32932,1,0,1,1
32933,0,0,0,0
32934,0,0,0,0
32935,0,0,0,0
32936,0,0,0,0
32937,0,0,0,0
32938,0,0,0,0
32939,0,0,0,0
32940,0,0,0,0
32941,1,1,0,0
32942,0,0,0,0
32943,1,1,0,0
32944,1,1,0,0
32945,0,0,0,0
32946,0,0,0,0
32947,0,0,0,0
32948,1,1,0,0
32949,0,0,0,0
32950,0,0,0,0
32951,0,0,0,0
32952,1,1,0,0
32953,0,0,0,0
32954,0,0,0,0
32955,1,1,0,0
32956,1,0,1,1
32957,0,0,0,0
32958,0,0,0,0
32959,1,0,1,1
32960,0,0,0,0
32961,0,0,0,0
32962,0,0,0,0
32963,0,0,0,0
32964,0,0,0,0
32965,0,0,0,0
32966,0,0,0,0
32967,0,0,0,0
32968,0,0,0,0
32969,1,0,1,1
32970,0,0,0,0
32971,1,0,4,2
32972,0,0,0,0
32973,1,0,1,1
32974,0,0,0,0
32975,0,0,0,0
32976,0,0,0,0
32977,1,0,2,1
32978,0,0,0,0
32979,0,0,0,0
32980,0,0,0,0
32981,1,1,0,0
32982,0,0,0,0
32983,0,0,0,0
32984,0,0,0,0
32985,0,0,0,0
32986,1,0,1,1
32987,0,0,0,0
32988,0,0,0,0
32989,0,0,0,0
32990,1,0,2,1
32991,0,0,0,0
32992,0,0,0,0
32993,0,0,0,0
32994,0,0,0,0
32995,0,0,0,0
32996,0,0,0,0
32997,0,0,0,0
32998,0,0,0,0
32999,0,0,0,0
33000,0,0,0,0
33001,0,0,0,0
33002,0,0,0,0
33003,1,0,1,1
33004,0,0,0,0
33005,1,1,0,0
33006,0,0,0,0
33007,0,0,0,0
33008,0,0,0,0
33009,0,0,0,0
33010,0,0,0,0
33011,0,0,0,0
33012,1,0,2,1
33013,0,0,0,0
33014,1,0,1,1
33015,0,0,0,0
33016,0,0,0,0
33017,0,0,0,0
33018,0,0,0,0
33019,0,0,0,0
33020,0,0,0,0
33021,0,0,0,0
33022,0,0,0,0
33023,0,0,0,0
33024,0,0,0,0
33025,1,1,0,0
33026,1,1,0,0
33027,0,0,0,0
33028,0,0,0,0
33029,1,0,1,1
33030,0,0,0,0
33031,1,1,0,0
33032,0,0,0,0
33033,0,0,0,0
33034,1,1,0,0
33035,0,0,0,0
33036,1,0,4,2
33037,0,0,0,0
33038,0,0,0,0
33039,0,0,0,0
33040,1,0,3,1
33041,0,0,0,0
33042,0,0,0,0
33043,0,0,0,0
33044,1,0,3,2
